Media,ObjectID,Object Number,Sort Number,Department,Classification,Culture,Period,Attribution,Alpha Sort,Object Name,Title,Dated,Begin Date,Medium,Dimensions,Description
1,1571,0137.552,137   552,Art,Art- Painting,,,Ernest Martin Hennings,"Hennings, Ernest Martin",Oil Painting,In Mountain Foothills,,0,Oil on Canvas,Overall: 35 1/2 x 41 1/2 x 2 1/8 in. (90.2 x 105.4 x 5.4 cm),"Hennings, Ernest Martin - In Mountain Foothills - oil | canvas"
1,1589,0137.570,137   570,Art,Art- Painting,,,Robert Henri,"Henri, Robert",Oil Painting,"Gregorita, Indian of Santa Clara",1917,1917,Oil,39 7/8 x 34 x 3 1/8 in. (101.3 x 86.4 x 7.9 cm),"Henri, Robert - Gregorita, Indian of Santa Clara - oil"
2,1186,0137.2085,137  2085,Art,Art- Painting,,,Oscar Edmund Berninghaus,"Berninghaus, Oscar Edmund",Oil Painting,Chamiso Along the Roadside,1947-1947,1947,Oil on Linen Canvas,Overall: 24 1/2 x 29 1/2 x 3 3/8 in. (62.2 x 74.9 x 8.6 cm),"Berninghaus, Oscar Edmund - Chamiso Along the Roadside - oil"
2,1201,0137.2195,137  2195,Art,Art- Painting,,,Ernest Leonard Blumenschein,"Blumenschein, Ernest Leonard",Oil Painting,Ranchos Church with Indians,,0,Oil,Overall: 13 3/8 x 22 x 2 in. (34 x 55.9 x 5.1 cm),"Blumenschein, Ernest Leonard - Ranchos Church with Indians - oil"
1,1222,0137.2244,137  2244,Art,Art- Painting,,,Charles Marion Russell,"Russell, Charles Marion",Oil Painting,Meats not Meat 'Till It's in the Pan,1915-1915,1915,Oil on Canvas,Overall: 23 x 35 in. (58.4 x 88.9 cm),"Russell, Charles Marion - Meat's not Meat 'Till It's in the Pan - oil | canvas"
0,1950,0147.1511,147  1511,Art,Art- Painting,,,Juan Serrano,"Serrano, Juan",Oil Painting,Mexicans Lassoing Bull,,0,Oil on Canvas,Overall: 25 x 40 1/8 x 2 3/8 in. (63.5 x 101.9 x 6 cm),"Serrano, Juan - Mexicans Lassoing Bull - oil | canvas"
1,1954,0147.2006,147  2006,Art,Art- Painting,,,Juan Soriano,"Soriano, Juan",Oil Painting,Nina Muerta (Dead Infant),1944,1944,Oil on board,26 x 40 1/4 x 2 1/8 in. (66 x 102.2 x 5.4 cm),"Soriano, Juan - Nina Muerta (Dead Infant) - oil on board."
1,1956,0147.2008,147  2008,Art,Art- Painting,,,Carlos Orozco Romero,"Romero, Carlos Orozco",Oil Painting,Cautivos,1940,1940,Oil on Board,15 3/8 x 13 x 2 1/2 in. (39.1 x 33 x 6.4 cm),"Romero, Carlos Orozco - Cautivos - oil on board."
1,1967,0147.2022,147  2022,Art,Art- Painting,,,Diego Rivera,"Rivera, Diego",Oil Painting,Cabeza De Indio (Head of Indian),1937,1937,Oil on Masonite,26 1/4 x 18 3/4 x 1 7/8 in. (66.7 x 47.6 x 4.8 cm),"Rivera, Diego - Cabeza De Indio (Head of Indian) - oil on Masonite."
6,1980,0176.1017,176  1017,Art,Art- Painting,,,Joshua Reynolds,"Reynolds, Joshua Sir",Oil Painting,"Portrait of Syacust Ukah, 1762",1762,1762,Oil on Canvas,Overall: 48 x 35 1/2 in. (121.9 x 90.2 cm),"Reynolds, Sir Joshua - Portrait of Syacust Ukah, 1762 - oil | canvas"
1,1982,0176.1185,176  1185,Art,Art- Painting,,,James Abbott McNeill Whistler,"Whistler, James Abbott McNeill",Oil Painting,"Nocture, The Solent",1866,1866,Oil on Canvas,Overall: 30 1/4 x 46 1/2 x 4 1/2 in. (76.8 x 118.1 x 11.4 cm),"Whistler, James Abbott McNeill - Nocturne, The Solent - oil on canvas."
1,2045,0176.2171,176  2171,Art,Art- Painting,,,George Catlin,"Catlin, George",Oil Painting,The Bear Dance (Sioux),1847,1847,Oil on Canvas,27 1/2 x 34 1/8 x 3 3/8 in. (69.9 x 86.7 x 8.6 cm),"Catlin, George - The Bear Dance (Sioux) - oil on canvas."
1,2056,0177.1219,177  1219,Art,Art- Painting,,,John Singer Sargent,"Sargent, John Singer",Oil Painting,The Arrival of American Troops at the Front,1918-1918,1918,Oil on Canvas,Overall: 18 x 28 in. (45.7 x 71.1 cm),"Sargent, John Singer - Arrival of American Troops at the Front / The - oil | canvas"
1,3054,0227.24,227    24,Art,Art- Painting,Kiowa,,James Auchiah,"Auchiah, James",Tempera Painting,Four Dance Figures,1939,1939,Tempera on Paper,Overall: 11 3/4 x 21 3/4 in. (29.8 x 55.2 cm),"Auchiah, James - Four Dance Figures - tempera | paper"
1,3243,0227.469,227   469,Art,Art- Painting,Creek-Pawnee,,Acee Blue Eagle,"Blue Eagle, Acee",Tempera Painting,Creek Chiefs,,0,Tempera,Overall: 15 1/2 x 16 in. (39.4 x 40.6 cm),"Blue Eagle, Acee - Creek Chiefs - tempera"
1,3257,0227.483,227   483,Art,Art- Painting,Creek-Potawatomi,,Woodrow Wilson Crumbo,"Crumbo, Woodrow Wilson",Watercolor and Tempera Painting,Burial Ceremony-Spirit Assending,,0,Watercolor and Tempera on Paper,Overall: 14 1/2 x 28 in. (36.8 x 71.1 cm),"Crumbo, Woodrow Wilson - Burial Ceremony-Spirit Ascending - tempera | watercolor | paper"
1,3300,0227.531,227   531,Art,Art- Painting,Creek,,Fred Beaver,"Beaver, Fred",Tempera Painting,Seminole Making Sofkey,,0,Tempera,Overall: 14 3/4 x 23 1/2 in. (37.5 x 59.7 cm),"Beaver, Fred - Seminole Making Sofkey - tempera."
1,3327,0227.573,227   573,Art,Art- Painting,Northern Cheyenne,,Paul J. Goodbear,"Goodbear, Paul J.",Tempera Painting,Cheyenne War Dance,1939,1939,Tempera,Overall: 28 1/4 x 18 1/2 in. (71.8 x 47 cm),"Goodbear, Paul J. - Cheyenne War Dance - tempera"
1,3345,0227.597,227   597,Art,Art- Painting,Chiricahua Apache,,Allan Houser,"Houser, Allan",Tempera Painting,Sneaking Out,,0,Tempera,Overall: 18 x 23 1/4 in. (45.7 x 59.1 cm),"Houser, Allan - Sneaking Out - tempera"
0,2661,0227.1425,227  1425,Art,Art- Painting,,,Robert G. Chase,"Chase, Robert G.",Watercolor Painting,The Market,1958,1958,Watercolor,Overall: 17 x 23 3/4 in. (43.2 x 60.3 cm),"Chase, Robert G. - The Market - watercolor."
0,3965,0237.586,237   586,Art,Art- Painting,Zia,,Velino Shije Herrera,"Herrera, Velino Shije",Tmepera Painting,The Zuni Olla Girls,,0,Tempera,Overall: 28 x 38 in. (71.1 x 96.5 cm),"Herrera, Velino Shije - Zuni Olla Girls / The - tempera"
0,41705,0237.1210,237  1210,Art,Art- Drawing,,,Olaf Carl Seltzer,"Seltzer, Olaf Carl",Illustrated Letter,"Illustrated Letter, Early Western Travelogue (Opus 7) ""The Long Trail""","June 21, 1932",0,"Pen and Ink Watercolor on Paper","Image 10 1/2"" x 7"" Frame 11"" x 7 1/2""","This is an illustrated letter by Olaf Seltzer.  The drawing depicts a train in the background that's steaming toward the foreground.  There are power lines pictured to the right side and five horses running across the train tracks, from right to left."
1,34645,0237.1584,237  1584,Art,Art- Painting,,,Charles Marion Russell,"Russell, Charles Marion",Watercolor and Ink Painting,Friend Young Boy,,0,Ink and watercolor on paper,,letter
1,33826,54.343,54   343,KravisDC,"Anth- Ceramic, Plaster",Quapaw,Late Mississippian,,,Ceramic Vessel,,1550 -- 1750 CE,2003,Ceramic,9 1/4 x 7 5/8 in. (23.5 x 19.4 cm),"Bottle -- decorated with red painted swastikas on white painted background Quapaw potters of the Protohistoric (Late Mississippian) era extended the ceramics technology of the lower Mississippi River Valley and continued ancestral Mississippian themes"
